公司代號,公司名稱,市場別,財簽事務所,財簽會計師,[永續報告書] 狀態,[永續報告書] 申報日,[永續報告書] 有會計師確信,[永續報告書] 確信出具者,[永續報告書] 確信準則,[永續報告書] 確信等級,[永續報告書] 確信範圍,[永續報告書] 有第三方查證,[永續報告書] 查證機構,[永續報告書] 查證標準,[永續報告書] 確信者為安永,[溫室氣體] 已申報,[溫室氣體] 範疇一排放量,[溫室氣體] 範疇二排放量,[溫室氣體] 範疇一確信範圍,[溫室氣體] 範疇一確信意見,[溫室氣體] 有確信報告,[溫室氣體] 確信報告出具者,[溫室氣體] 出具者類型,[溫室氣體] 確信者為安永,【綜合】重疊態樣,【綜合】待補資料,資料來源,需人工確認
3664,安瑞-KY,上櫃,安永聯合會計師事務所,王瑄瑄、林秀青,已出版,2026/08/31,否,,,,,否,,,無確信,是,0.0000,17.3160,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3664&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3664&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3685,元創精密,上櫃,安永聯合會計師事務所,賴書晨、黃宇廷,已出版,2026/08/31,否,,,,,否,,,無確信,是,304.0001,"2,957.0670","已完成母公司,中華民國子公司(坦德科技)及中華人民共和國子公司(襄陽元創.湖南寶元.河南寶合元)",有限確信,是,嘉威聯合會計師事務所,會計師事務所,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3685&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3685&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3715,定穎投控,上市,安永聯合會計師事務所,羅筱靖、張志銘,已出版,2026/08/27,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,"35,857.8100","174,912.3214",已完成合併財務報表之母子公司,合理保證等級,是,DQS Taiwan Inc.,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3715&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3715&year=2025&lang=zh-TW,否
4108,懷特,上市,安永聯合會計師事務所,王彥鈞、余倩如,已出版,2026/08/04,否,,,,,否,,,無確信,是,483.3450,"1,249.3134",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=4108&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=4108&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4111,濟生,上櫃,安永聯合會計師事務所,胡慎緁、楊雨霓,已出版,2026/08/26,否,,,,,否,,,無確信,是,"2,735.8000","3,739.2000",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4111&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4111&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4129,聯合,上櫃,安永聯合會計師事務所,林世寰、徐榮煌,已出版,2026/08/18,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,208.9155,"4,504.3830","已完成母公司,冠亞生技股份有限公司",合理保證等級,是,英商勞盛股份有限公司台灣分公司（LRQA）,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4129&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4129&year=2025&lang=zh-TW,否
4139,馬光-KY,上櫃,安永聯合會計師事務所,陳政初、姚世傑,已出版,2026/08/26,否,,,,,否,,,無確信,是,8.5650,6.5100,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4139&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4139&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4188,安克,上櫃,安永聯合會計師事務所,王彥鈞、余倩如,已出版,2026/08/06,否,,,,,否,,,無確信,是,0.0000,19.8455,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4188&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4188&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4306,炎洲,上市,安永聯合會計師事務所,劉榮進、謝勝安,已出版,2026/08/27,否,,,,,否,,,無確信,是,"80,834.8771","62,070.9513",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=4306&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=4306&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4503,金雨,上櫃,安永聯合會計師事務所,黃靖雅、黃子評,已出版,2026/08/18,否,,,,,否,,,無確信,是,388.1274,632.2811,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4503&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4503&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4506,崇友,上櫃,安永聯合會計師事務所,徐榮煌、劉榮進,已出版,2026/08/31,否,,,,,否,,,無確信,是,385.7391,"1,026.0116",已完成合併財務報表之母子公司,有限確信,是,嘉威聯合會計師事務所,會計師事務所,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4506&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4506&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4513,福裕,上櫃,安永聯合會計師事務所,陳政初、洪國森,已出版,2026/08/12,否,,,,,否,,,無確信,是,85.6976,625.5179,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4513&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4513&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4523,永彰,上櫃,安永聯合會計師事務所,王慕凡、黃建澤,已出版,2026/08/31,是,建昇財稅聯合會計師事務所,ISAE 3000,有限確信,永續報告書符合GRI永續性報導準則,否,,,否,是,213.7632,423.4175,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4523&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4523&year=2025&lang=zh-TW,否
4528,江興鍛,上櫃,安永聯合會計師事務所,黃宇廷、陳明宏,已出版,2026/08/10,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,"1,836.6490","8,291.0760",已完成母公司,有限確信,否,,,無確信,僅永續報告書確信重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4528&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4528&year=2025&lang=zh-TW,否
4534,慶騰,上櫃,安永聯合會計師事務所,陳國帥、鄭清標,已出版,2026/08/14,否,,,,,否,,,無確信,是,397.0412,"4,330.2490",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4534&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4534&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4543,萬在,上櫃,安永聯合會計師事務所,姚世傑、洪國森,已出版,2026/08/28,否,,,,,否,,,無確信,是,335.6700,"2,611.5000",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4543&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4543&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4554,橙的,上櫃,安永聯合會計師事務所,賴書晨、柯雅婷,已出版,2026/08/27,否,,,,,否,,,無確信,是,102.3987,308.9331,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4554&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4554&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4566,時碩工業,上市,安永聯合會計師事務所,鄭清標、傅文芳,已出版,2026/08/14,是,國富浩華聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 永續會計準則委員會(SASB)之行業指標, 所屬產業之永續指標",否,,,否,是,552.4857,"15,990.7247","已完成母公司,子公司時碩科技股份有限公司、時碩科技(無錫)有限公司、時碩科技(西安)有限公司、時碩科技金屬製造(陝西)有限公司。",合理保證等級,是,英國標準協會（BSI Taiwan）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=4566&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=4566&year=2025&lang=zh-TW,否
4716,大立,上櫃,安永聯合會計師事務所,洪國森、陳政初,已出版,2026/08/26,是,青山永續聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 所屬產業之永續指標",否,,,否,是,"1,339.3700","1,024.5700",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4716&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4716&year=2025&lang=zh-TW,否
4729,熒茂,上櫃,安永聯合會計師事務所,李芳文、姚世傑,已出版,2026/08/31,否,,,,,否,,,無確信,是,427.4069,"4,609.9986",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4729&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4729&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4747,強生製藥,上櫃,安永聯合會計師事務所,張志銘、馬君廷,已出版,2026/08/21,否,,,,,否,,,無確信,是,270.1232,"1,093.0683",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4747&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4747&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4905,台聯電,上櫃,安永聯合會計師事務所,王慕凡、林素雯,已出版,2026/08/31,否,,,,,否,,,無確信,是,13.0487,959.8916,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4905&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4905&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4939,亞電,上櫃,安永聯合會計師事務所,陳國帥、林政緯,已出版,2026/08/31,否,,,,,是,冠東永續諮詢( 蘇州) 有限公司）,AA1000 第1類型(Type1) 中度保證,無確信,是,"2,912.0000","4,417.3600",已完成合併財務報表之母子公司,合理保證等級,是,安德森國際標準驗證有限公司（Anderson International Certification）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4939&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4939&year=2025&lang=zh-TW,否
4977,眾達-KY,上市,安永聯合會計師事務所,許新民、余倩如,已出版,2026/08/20,否,,,,,否,,,無確信,是,46.1984,"7,312.2052",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=4977&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=4977&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
4979,華星光,上櫃,安永聯合會計師事務所,鄭清標、陳國帥,已出版,2026/08/20,否,,,,,否,,,無確信,是,385.3348,"4,955.1012",已完成母公司,合理保證等級,是,立恩威國際驗證股份有限公司（DNV）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=4979&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=4979&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5007,三星,上市,安永聯合會計師事務所,洪國森、陳政初,已出版,2026/08/26,否,,,,,否,,,無確信,是,"3,896.0000","30,947.0000",已完成母公司,合理保證等級,是,台灣檢驗科技股份有限公司（SGS）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=5007&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=5007&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5016,松和,上櫃,安永聯合會計師事務所,羅文振、黃子評,已出版,2026/08/27,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,"4,452.3006","11,020.3942",已完成母公司,合理保證等級,是,財團法人金屬工業研究發展中心（MIRDC）,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5016&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5016&year=2025&lang=zh-TW,否
5212,凌網,上櫃,安永聯合會計師事務所,邱琬茹、郭紹彬,已出版,2026/08/27,否,,,,,否,,,無確信,是,54.1700,298.1242,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5212&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5212&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5225,東科-KY,上市,安永聯合會計師事務所,劉榮進、黃子評,已出版,2026/08/26,否,,,,,是,法標國際認證股份有限公司,AA1000 第1類型(Type1) 中度保證,無確信,是,850.3217,"10,142.9952","已完成母公司,合併財務報表之母子公司(不含丹麥子公司）",有限保證等級,是,安永聯合會計師事務所,會計師事務所,是,僅溫室氣體確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=5225&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=5225&year=2025&lang=zh-TW,否
5244,弘凱,上市,安永聯合會計師事務所,林孟賢、謝勝安,已出版,2026/08/26,否,,,,,否,,,無確信,是,23.3600,"4,711.1000",N/A,,是,（下載失敗，無從辨識）,未具名,無從辨識,無重疊,溫室氣體出具者無從辨識,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=5244&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=5244&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核；溫室氣體確信報告檔下載失敗，出具者無從辨識
5285,界霖,上市,安永聯合會計師事務所,陳政初、洪國森,已出版,2026/08/18,是,資誠聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 永續會計準則委員會(SASB)之行業指標, 所屬產業之永續指標",否,,,否,是,198.0306,"5,149.4011",已完成母公司,合理保證等級,是,財團法人金屬工業研究發展中心（MIRDC）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=5285&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=5285&year=2025&lang=zh-TW,否
5288,豐祥-KY,上市,安永聯合會計師事務所,陳國帥、張志銘,已出版,2026/08/10,否,,,,,是,台灣檢驗科技股份有限公司(SGS),AA1000 第2類型(Type2) 中度保證,無確信,是,"8,317.7169","29,080.4279",已完成合併財務報表之母子公司,合理保證等級,是,英國標準協會（BSI Assurance UK Ltd）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=5288&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=5288&year=2025&lang=zh-TW,否
5302,太欣,上櫃,安永聯合會計師事務所,王慕凡、張巧穎,已出版,2026/08/12,否,,,,,否,,,無確信,是,9.8100,66.1100,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5302&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5302&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5310,天剛,上櫃,安永聯合會計師事務所,陳智忠、余倩如,已出版,2026/08/21,否,,,,,否,,,無確信,是,0.0000,14.4600,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5310&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5310&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5328,華容,上櫃,安永聯合會計師事務所,陳政初、李芳文,已出版,2026/08/13,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,566.7413,"7,251.5361",N/A,,否,,,無確信,僅永續報告書確信重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5328&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5328&year=2025&lang=zh-TW,否
5353,台林,上櫃,安永聯合會計師事務所,林秀青、張巧穎,已出版,2026/08/24,否,,,,,是,台灣德國北德技術監護顧問股份有限公司,AA1000 第1類型(Type1) 中度保證,無確信,是,138.6503,"2,018.2691",已完成合併財務報表之母子公司,合理保證等級,是,台灣德國北德技術監護顧問股份有限公司（TÜV NORD）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5353&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5353&year=2025&lang=zh-TW,否
5371,中光電,上櫃,安永聯合會計師事務所,黃敏如、郭紹彬,已出版,2026/07/27,否,,,,,是,台灣檢驗科技股份有限公司,AA1000 第2類型(Type2) 高度保證,無確信,是,"3,249.0000","23,037.1000","已完成母公司,母公司為中強光電股份有限公司(力行廠、竹南廠、南科一廠、南科二廠)；其他為揚光綠能、宇康醫電、中光電智能雲服、中光電智能機器人、譜鉅科技、中光電智能感測、中光電創境、中光電智能物流、蘇州璨宇光電、蘇州璨曜光電、昆山揚皓光電、昆山揚燁光電等子公司。",合理保證等級,是,台灣檢驗科技股份有限公司（SGS）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5371&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5371&year=2025&lang=zh-TW,否
5381,光譜,上櫃,安永聯合會計師事務所,許新民、呂倩雯,已出版,2026/08/26,否,,,,,否,,,無確信,是,978.5230,796.1261,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5381&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5381&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5398,慕康生醫,上櫃,安永聯合會計師事務所,黃靖雅、黃子評,已出版,2026/08/17,否,,,,,否,,,無確信,是,2.6336,30.6500,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5398&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5398&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5475,德宏,上櫃,安永聯合會計師事務所,王瑄瑄、李育儒,已出版,2026/08/31,否,,,,,否,,,無確信,是,0.0000,301.0880,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5475&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5475&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5487,通泰,上櫃,安永聯合會計師事務所,黃宇廷、賴書晨,已出版,2026/08/20,否,,,,,否,,,無確信,是,1.3335,25.9589,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5487&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5487&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5514,三豐,上櫃,安永聯合會計師事務所,張巧穎、王彥鈞,已出版,2026/08/06,否,,,,,否,,,無確信,是,2.3652,222.0266,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5514&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5514&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5519,隆大,上市,安永聯合會計師事務所,李芳文、陳政初,已出版,2026/08/26,否,,,,,否,,,無確信,是,156.7800,609.4700,部份確信。,有限確信,是,安永聯合會計師事務所,會計師事務所,是,僅溫室氣體確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=5519&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=5519&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5546,永固-KY,上市,安永聯合會計師事務所,林秀青、余倩如,已出版,2026/08/24,否,,,,,否,,,無確信,是,0.0000,0.0000,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=5546&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=5546&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
5601,台聯櫃,上櫃,安永聯合會計師事務所,楊弘斌、劉榮進,已出版,2026/08/07,否,,,,,否,,,無確信,是,82.7478,"233,344.0000",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=5601&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=5601&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
6015,宏遠證,上櫃,安永聯合會計師事務所,馬君廷、林世寰,已出版,2026/08/13,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 所屬產業之永續指標",否,,,是,否,,,,,不適用,,,不適用,僅永續報告書確信重疊,未申報溫室氣體,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=6015&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=6015&year=2025&lang=zh-TW,否
6020,大展證,上櫃,安永聯合會計師事務所,劉榮進、楊弘斌,已出版,2026/08/25,是,正風聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 所屬產業之永續指標, 永續會計準則委員會(SASB)之行業指標",否,,,否,否,,,,,不適用,,,不適用,無重疊,未申報溫室氣體,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=6020&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=6020&year=2025&lang=zh-TW,否
